family,regime,dist,n,arm,shortlist,mean,ci_lo,ci_hi,seeds,rerun_outstanding
routereval,beta05_random,strong_to_weak,1000,openai,embed,0.5354000000000001,0.5082,0.556,5,False
routereval,beta05_random,strong_to_weak,1000,smol,embed,0.4692,0.4438,0.4968,5,False
routereval,beta05_random,strong_to_weak,1000,autogen,va_cohort,0.6138,0.5862,0.643,5,False
routereval,beta05_random,strong_to_weak,1000,camel,va_cohort,0.603,0.5828,0.625,5,False
routereval,beta05_random,strong_to_weak,1000,langgraph,va_cohort,0.614,0.5906,0.634605,5,False
routereval,beta05_random,strong_to_weak,1000,llama,va_cohort,0.6128,0.583,0.6394,5,False
routereval,beta05_random,strong_to_weak,1000,maf,va_cohort,0.6013999999999999,0.5843999999999999,0.619,5,False
routereval,beta05_random,strong_to_weak,1000,openai,va_cohort,0.6048,0.562,0.6476,5,False
routereval,beta05_random,strong_to_weak,1000,smol,va_cohort,0.6302000000000001,0.604,0.6580000000000001,5,False
routereval,cartel,strong_to_weak,1000,oracle,-,0.8722,0.8615999999999999,0.883,5,False
routereval,cartel,strong_to_weak,1000,MIDIAN-VA (whole population),-,0.6942,0.6698000000000001,0.7129999999999999,5,False
routereval,cartel,strong_to_weak,1000,adk,tfidf,0.5318,0.5168,0.5474,5,False
routereval,cartel,strong_to_weak,1000,autogen,tfidf,0.544,0.516,0.5720000000000001,5,False
routereval,cartel,strong_to_weak,1000,camel,tfidf,0.554,0.5355000000000001,0.5725,4,False
routereval,cartel,strong_to_weak,1000,crewai,tfidf,0.5314,0.5190000000000001,0.5442,5,False
routereval,cartel,strong_to_weak,1000,langgraph,tfidf,0.5372,0.5214000000000001,0.55,5,False
routereval,cartel,strong_to_weak,1000,llama,tfidf,0.5290000000000001,0.5025999999999999,0.5576000000000001,5,False
routereval,cartel,strong_to_weak,1000,maf,tfidf,0.583,0.553,0.6129999999999999,5,False
routereval,cartel,strong_to_weak,1000,openai,tfidf,0.5254000000000001,0.5044000000000001,0.5450000000000002,5,False
routereval,cartel,strong_to_weak,1000,smol,tfidf,0.5244,0.5004,0.5484,5,False
routereval,cartel,strong_to_weak,1000,autogen,embed,0.5464,0.5198,0.573,5,False
routereval,cartel,strong_to_weak,1000,camel,embed,0.565,0.565,0.565,1,False
routereval,cartel,strong_to_weak,1000,langgraph,embed,0.5589999999999999,0.5382,0.5798,5,False
routereval,cartel,strong_to_weak,1000,llama,embed,0.49160000000000004,0.454,0.5292299999999999,5,False
routereval,cartel,strong_to_weak,1000,maf,embed,0.558,0.5378000000000001,0.5741999999999999,5,False
routereval,cartel,strong_to_weak,1000,openai,embed,0.5348,0.5302,0.5396000000000001,5,False
routereval,cartel,strong_to_weak,1000,smol,embed,0.4694,0.433,0.5072000000000001,5,False
routereval,cartel,strong_to_weak,1000,autogen,va_cohort,0.5884,0.5589999999999999,0.6135999999999999,5,False
routereval,cartel,strong_to_weak,1000,camel,va_cohort,0.547,0.547,0.547,1,False
routereval,cartel,strong_to_weak,1000,langgraph,va_cohort,0.5593999999999999,0.5184,0.584,5,False
routereval,cartel,strong_to_weak,1000,llama,va_cohort,0.5688,0.548,0.5968,5,False
routereval,cartel,strong_to_weak,1000,maf,va_cohort,0.5875999999999999,0.5526,0.6122,5,False
routereval,cartel,strong_to_weak,1000,openai,va_cohort,0.5698000000000001,0.549,0.5906,5,False
routereval,cartel,strong_to_weak,1000,smol,va_cohort,0.6104,0.5595999999999999,0.6636,5,False
routereval,beta0,all,5000,oracle,-,0.9022222222222221,0.8966666666666666,0.91,3,False
routereval,beta0,all,5000,MIDIAN-VA (whole population),-,0.7055555555555556,0.6533333333333333,0.7366666666666667,3,False
routereval,beta0,all,5000,adk,tfidf,0.5888888888888889,0.5366666666666666,0.6233333333333333,3,False
routereval,beta0,all,5000,autogen,tfidf,0.6088888888888889,0.59,0.6266666666666667,3,False
routereval,beta0,all,5000,camel,tfidf,0.5888888888888889,0.55,0.63,3,False
routereval,beta0,all,5000,crewai,tfidf,0.581111111111111,0.5533333333333333,0.6166666666666667,3,False
routereval,beta0,all,5000,langgraph,tfidf,0.6022222222222222,0.5866666666666667,0.6233333333333333,3,False
routereval,beta0,all,5000,llama,tfidf,0.5711111111111111,0.5533333333333333,0.5933333333333334,3,False
routereval,beta0,all,5000,maf,tfidf,0.6155555555555555,0.57,0.6566666666666666,3,False
routereval,beta0,all,5000,openai,tfidf,0.5777777777777778,0.5566666666666666,0.6133333333333333,3,False
routereval,beta0,all,5000,smol,tfidf,0.5955555555555555,0.5633333333333334,0.6133333333333333,3,False
routereval,beta0,all,5000,autogen,embed,0.4755555555555555,0.4466666666666666,0.53,3,False
routereval,beta0,all,5000,camel,embed,0.51,0.4533333333333333,0.6033333333333334,3,False
routereval,beta0,all,5000,langgraph,embed,0.49111111111111105,0.4366666666666666,0.5733333333333334,3,False
routereval,beta0,all,5000,llama,embed,0.4366666666666666,0.36000000000000004,0.5033333333333333,3,False
routereval,beta0,all,5000,maf,embed,0.5377777777777778,0.5233333333333333,0.5633333333333334,3,False
routereval,beta0,all,5000,openai,embed,0.5466666666666667,0.5166666666666667,0.6,3,False
routereval,beta0,all,5000,smol,embed,0.3711111111111111,0.3166666666666666,0.4166666666666667,3,False
routereval,beta0,all,5000,autogen,va_cohort,0.6822222222222223,0.66,0.7166666666666667,3,False
routereval,beta0,all,5000,camel,va_cohort,0.62,0.5966666666666667,0.6366666666666667,3,False
routereval,beta0,all,5000,langgraph,va_cohort,0.648888888888889,0.64,0.6666666666666666,3,False
routereval,beta0,all,5000,llama,va_cohort,0.5977777777777777,0.57,0.6233333333333333,3,False
routereval,beta0,all,5000,maf,va_cohort,0.6733333333333333,0.6333333333333333,0.7166666666666667,3,False
routereval,beta0,all,5000,openai,va_cohort,0.611111111111111,0.5833333333333334,0.6266666666666667,3,False
routereval,beta0,all,5000,smol,va_cohort,0.6388888888888888,0.6,0.6766666666666666,3,False
routereval,beta05_random,all,5000,oracle,-,0.9022222222222221,0.8966666666666666,0.91,3,False
routereval,beta05_random,all,5000,MIDIAN-VA (whole population),-,0.7077777777777777,0.6533333333333333,0.7399999999999999,3,False
routereval,beta05_random,all,5000,adk,tfidf,0.5866666666666668,0.53,0.6266666666666667,3,False
routereval,beta05_random,all,5000,autogen,tfidf,0.5855555555555555,0.5566666666666666,0.61,3,False
routereval,beta05_random,all,5000,camel,tfidf,0.5788888888888889,0.51,0.6333333333333333,3,False
routereval,beta05_random,all,5000,crewai,tfidf,0.5388888888888889,0.48,0.5733333333333334,3,False
routereval,beta05_random,all,5000,langgraph,tfidf,0.5688888888888889,0.54,0.59,3,False
routereval,beta05_random,all,5000,llama,tfidf,0.5788888888888889,0.5533333333333333,0.6233333333333333,3,False
routereval,beta05_random,all,5000,maf,tfidf,0.5755555555555555,0.5233333333333333,0.6133333333333333,3,False
routereval,beta05_random,all,5000,openai,tfidf,0.5611111111111112,0.52,0.5833333333333334,3,False
routereval,beta05_random,all,5000,smol,tfidf,0.5433333333333333,0.47666666666666674,0.59,3,False
routereval,beta05_random,all,5000,autogen,embed,0.5066666666666667,0.45,0.5733333333333334,3,False
routereval,beta05_random,all,5000,camel,embed,0.4988888888888889,0.4566666666666666,0.5533333333333333,3,False
routereval,beta05_random,all,5000,langgraph,embed,0.4677777777777778,0.4066666666666667,0.5433333333333333,3,False
routereval,beta05_random,all,5000,llama,embed,0.4666666666666666,0.38999999999999996,0.5266666666666666,3,False
routereval,beta05_random,all,5000,maf,embed,0.49666666666666665,0.45,0.5733333333333334,3,False
routereval,beta05_random,all,5000,openai,embed,0.5199999999999999,0.4433333333333333,0.58,3,False
routereval,beta05_random,all,5000,smol,embed,0.41777777777777775,0.3366666666666666,0.47,3,False
routereval,beta05_random,all,5000,autogen,va_cohort,0.5977777777777777,0.51,0.6999999999999998,3,False
routereval,beta05_random,all,5000,camel,va_cohort,0.5677777777777778,0.5233333333333333,0.6133333333333333,3,False
routereval,beta05_random,all,5000,langgraph,va_cohort,0.591111111111111,0.51,0.6633333333333333,3,False
routereval,beta05_random,all,5000,llama,va_cohort,0.5411111111111111,0.48,0.5933333333333334,3,False
routereval,beta05_random,all,5000,maf,va_cohort,0.5988888888888889,0.5133333333333333,0.66,3,False
routereval,beta05_random,all,5000,openai,va_cohort,0.5855555555555555,0.4966666666666666,0.6366666666666667,3,False
routereval,beta05_random,all,5000,smol,va_cohort,0.5922222222222222,0.5533333333333333,0.6333333333333333,3,False
routereval,cartel,all,5000,oracle,-,0.9022222222222221,0.8966666666666666,0.91,3,False
routereval,cartel,all,5000,MIDIAN-VA (whole population),-,0.71,0.6666666666666666,0.7333333333333333,3,False
routereval,cartel,all,5000,adk,tfidf,0.5355555555555555,0.51,0.58,3,False
routereval,cartel,all,5000,autogen,tfidf,0.5422222222222222,0.5033333333333333,0.5666666666666667,3,False
routereval,cartel,all,5000,camel,tfidf,0.5333333333333333,0.51,0.56,3,False
routereval,cartel,all,5000,crewai,tfidf,0.5177777777777778,0.48,0.5766666666666667,3,False
routereval,cartel,all,5000,langgraph,tfidf,0.54,0.5066666666666667,0.6,3,False
routereval,cartel,all,5000,llama,tfidf,0.5300000000000001,0.5,0.5833333333333334,3,False
routereval,cartel,all,5000,maf,tfidf,0.5188888888888888,0.48666666666666664,0.57,3,False
routereval,cartel,all,5000,openai,tfidf,0.5311111111111111,0.47333333333333333,0.5866666666666667,3,False
routereval,cartel,all,5000,smol,tfidf,0.5477777777777777,0.51,0.57,3,False
routereval,cartel,all,5000,autogen,embed,0.45444444444444443,0.38999999999999996,0.5533333333333333,3,False
routereval,cartel,all,5000,camel,embed,0.48111111111111104,0.4166666666666667,0.59,3,False
routereval,cartel,all,5000,langgraph,embed,0.4733333333333334,0.4266666666666667,0.5333333333333333,3,False
routereval,cartel,all,5000,llama,embed,0.45444444444444443,0.3933333333333333,0.51,3,False
routereval,cartel,all,5000,maf,embed,0.5288888888888889,0.4633333333333333,0.6266666666666667,3,False
routereval,cartel,all,5000,openai,embed,0.5111111111111111,0.44,0.5966666666666667,3,False
routereval,cartel,all,5000,smol,embed,0.4155555555555555,0.36000000000000004,0.47333333333333333,3,False
routereval,cartel,all,5000,autogen,va_cohort,0.5666666666666667,0.5466666666666666,0.5966666666666667,3,False
routereval,cartel,all,5000,camel,va_cohort,0.5355555555555556,0.48,0.5733333333333334,3,False
routereval,cartel,all,5000,langgraph,va_cohort,0.5644444444444444,0.5366666666666666,0.5966666666666667,3,False
routereval,cartel,all,5000,llama,va_cohort,0.5633333333333334,0.54,0.5766666666666667,3,False
routereval,cartel,all,5000,maf,va_cohort,0.5599999999999999,0.5466666666666666,0.5766666666666667,3,False
routereval,cartel,all,5000,openai,va_cohort,0.57,0.5433333333333333,0.5866666666666667,3,False
routereval,cartel,all,5000,smol,va_cohort,0.6088888888888889,0.59,0.6233333333333333,3,False
